File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR	EntrezIDs
ENCFF827LSX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR271XMW	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/EP300-human/				EP300-human	DNA				formaldehyde		2020-08-28	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF779LBX/, /files/ENCFF723HPB/, /files/ENCFF320EIJ/, /files/ENCFF356LFX/	301984	ENCODE Processing Pipeline	d060f9ae33e4baf741c793eedbd0a8ce		https://www.encodeproject.org/files/ENCFF827LSX/@@download/ENCFF827LSX.bed.gz				released	s3://encode-public/2020/08/21/ab9fd61f-0201-40b5-89f3-2ee3a201b02c/ENCFF827LSX.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification reagents, borderline replicate concordance			2033
ENCFF515MZT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR857PBV	TF ChIP-seq	/human-donors/ENCDO719HIY/	EFO:0002095	22Rv1	cell line	Homo sapiens										CTCF-human	DNA						2017-06-15	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF476GMM/, /files/ENCFF615DSM/, /files/ENCFF408UOO/, /files/ENCFF356LFX/, /files/ENCFF916DEV/	1573792	ENCODE Processing Pipeline	ee13cd45befdb680a798de08f4940225		https://www.encodeproject.org/files/ENCFF515MZT/@@download/ENCFF515MZT.bed.gz				released	s3://encode-public/2020/09/01/883184dd-4a42-4630-97bd-83340d910d5b/ENCFF515MZT.bed.gz	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking			10664
ENCFF871ZOH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR461MQX	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens				CRISPR	insertion	/targets/RARB-human/				RARB-human	DNA						2021-05-18	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF889UYN/, /files/ENCFF587YEM/, /files/ENCFF946XSJ/	106624	ENCODE Processing Pipeline	7612f86f9df298fc3cc11d831326fb44		https://www.encodeproject.org/files/ENCFF871ZOH/@@download/ENCFF871ZOH.bed.gz				released	s3://encode-public/2020/06/30/9c4829c1-e93e-42cb-b63f-cd953cf0574a/ENCFF871ZOH.bed.gz	ENCODE4 v1.5.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity			5915
ENCFF602VMT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR954KIC	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/KAT8-human/				KAT8-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF223LAP/, /files/ENCFF356LFX/, /files/ENCFF458AJZ/, /files/ENCFF723HPB/	622385	ENCODE Processing Pipeline	bc61d0abca4f38f920b38bfe0219f3f9		https://www.encodeproject.org/files/ENCFF602VMT/@@download/ENCFF602VMT.bed.gz				released	s3://encode-public/2020/12/02/fcd9cf60-6a37-4a95-b22a-dff5523bced1/ENCFF602VMT.bed.gz	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification reagents, missing compliant biosample characterization			84148
ENCFF463GXC	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR769CWW	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ATF6-human/				ATF6-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF119BQD/, /files/ENCFF723HPB/, /files/ENCFF356LFX/, /files/ENCFF317DZF/	97322	ENCODE Processing Pipeline	1b592a52718f1d6f756ef4b7d8e17a8e		https://www.encodeproject.org/files/ENCFF463GXC/@@download/ENCFF463GXC.bed.gz				released	s3://encode-public/2020/07/01/225f547e-ee8a-40c9-b5c9-0907391cd1ba/ENCFF463GXC.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents			22926
ENCFF998FLA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR196NVU	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ATRX-human/				ATRX-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF723HPB/, /files/ENCFF791FKZ/, /files/ENCFF337QTQ/, /files/ENCFF356LFX/	12832	ENCODE Processing Pipeline	3e77ccaaed739c7b859cea1eede39e51		https://www.encodeproject.org/files/ENCFF998FLA/@@download/ENCFF998FLA.bed.gz				released	s3://encode-public/2020/07/02/9209e4bb-6c3d-4e06-8d99-74d768a2842c/ENCFF998FLA.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, borderline replicate concordance			546
ENCFF271MJE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR608XTF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										RNF2-human	DNA						2016-11-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF942CBD/, /files/ENCFF718FDT/, /files/ENCFF554APQ/, /files/ENCFF822ODT/, /files/ENCFF356LFX/, /files/ENCFF735JLB/, /files/ENCFF936FZX/	896381	ENCODE Processing Pipeline	6ca959bfe800029201208605f37ea7db		https://www.encodeproject.org/files/ENCFF271MJE/@@download/ENCFF271MJE.bed.gz				released	s3://encode-public/2020/12/07/f804616b-08df-4843-a8ff-c4cabf0d1ad6/ENCFF271MJE.bed.gz	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, mild to moderate bottlenecking, borderline replicate concordance			6045
ENCFF858SAF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR123GPC	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/THAP9-human/				THAP9-human	DNA				formaldehyde		2020-08-21	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF294NEM/, /files/ENCFF858PRY/, /files/ENCFF514XNY/, /files/ENCFF356LFX/	367329	ENCODE Processing Pipeline	9a87671cfbc3e50f121918580e2966b2		https://www.encodeproject.org/files/ENCFF858SAF/@@download/ENCFF858SAF.bed.gz				released	s3://encode-public/2020/08/20/2599bd6b-c16c-4cf9-ae6d-fd8eb3441c36/ENCFF858SAF.bed.gz	ENCODE4 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents, borderline replicate concordance			79725
ENCFF233OIC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR264SRY	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF512-human/				ZNF512-human	DNA				formaldehyde		2020-08-17	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF331DRK/, /files/ENCFF231ELS/, /files/ENCFF356LFX/, /files/ENCFF294NEM/	117270	ENCODE Processing Pipeline	7eed5c3ad566aba77ababfed6bb619e3		https://www.encodeproject.org/files/ENCFF233OIC/@@download/ENCFF233OIC.bed.gz				released	s3://encode-public/2020/05/14/19d79b06-d26d-4448-9da0-ccc7c6154a62/ENCFF233OIC.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking			84450
ENCFF904DOZ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR581KCO	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/MYBL2-human/				MYBL2-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF723HPB/, /files/ENCFF356LFX/, /files/ENCFF560YWU/, /files/ENCFF687KRM/	423772	ENCODE Processing Pipeline	812ae28003c083ab715a53f314fad8e3		https://www.encodeproject.org/files/ENCFF904DOZ/@@download/ENCFF904DOZ.bed.gz				released	s3://encode-public/2020/07/02/2807ac40-095c-48af-a75a-438117b2df2d/ENCFF904DOZ.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents			4605
ENCFF698ITQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR080UEM	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF143-human/				ZNF143-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF195QNE/, /files/ENCFF657NDS/, /files/ENCFF408PVF/, /files/ENCFF356LFX/	265416	ENCODE Processing Pipeline	1f80cf9e9eca1fdc944f17d397097670		https://www.encodeproject.org/files/ENCFF698ITQ/@@download/ENCFF698ITQ.bed.gz				released	s3://encode-public/2020/07/01/1e9b2292-135c-4ff5-af37-1a80a8d09eb4/ENCFF698ITQ.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents			7702
ENCFF616FXO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR436PIH	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF483-human/				ZNF483-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF855UPJ/, /files/ENCFF984RSP/, /files/ENCFF023GMC/, /files/ENCFF356LFX/	305542	ENCODE Processing Pipeline	4b338b369d1b578473b953fe299d48cb		https://www.encodeproject.org/files/ENCFF616FXO/@@download/ENCFF616FXO.bed.gz				released	s3://encode-public/2020/07/04/b48908e7-03cb-402b-8ada-16940296edb2/ENCFF616FXO.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, moderate library complexity, borderline replicate concordance, mild to moderate bottlenecking			158399
ENCFF825BNM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR230ZWH	TF ChIP-seq	/human-donors/ENCDO882MMZ/	UBERON:0002107	liver	tissue	Homo sapiens										RAD21-human	DNA						2016-10-12	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF476SBQ/, /files/ENCFF063QRL/, /files/ENCFF356LFX/, /files/ENCFF127QHY/, /files/ENCFF862RGS/	1449287	ENCODE Processing Pipeline	0ed71092f4e6d073fd047a984f6c8ea8		https://www.encodeproject.org/files/ENCFF825BNM/@@download/ENCFF825BNM.bed.gz				released	s3://encode-public/2020/12/08/43dec6c3-db64-4bd1-a9d1-61c3d2664761/ENCFF825BNM.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption			5885
ENCFF645BZY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR082QGT	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF784-human/				ZNF784-human	DNA				formaldehyde		2020-08-28	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF829JXB/, /files/ENCFF016WME/, /files/ENCFF694YBS/	278982	ENCODE Processing Pipeline	103c962a841dea8bd1a61203bdd249aa		https://www.encodeproject.org/files/ENCFF645BZY/@@download/ENCFF645BZY.bed.gz				released	s3://encode-public/2020/08/22/c492edbe-23cd-42c3-983e-d81cb78694cc/ENCFF645BZY.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification reagents, borderline replicate concordance, mild to moderate bottlenecking			147808
ENCFF165EYN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR616WEG	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/HBP1-human/				HBP1-human	DNA						2016-06-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF973NJN/, /files/ENCFF666ITT/, /files/ENCFF356LFX/, /files/ENCFF940MAY/	270635	ENCODE Processing Pipeline	bc93c56bc37e189bc406b4348fe9b649		https://www.encodeproject.org/files/ENCFF165EYN/@@download/ENCFF165EYN.bed.gz				released	s3://encode-public/2020/12/03/931059a8-415b-4e9b-b3d2-33ff15b05ffb/ENCFF165EYN.bed.gz	ENCODE4 v1.6.1 GRCh38	released	control low read depth, low read depth			26959
ENCFF848FKE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR352QSB	TF ChIP-seq	/human-donors/ENCDO882MMZ/	UBERON:0002107	liver	tissue	Homo sapiens										RXRA-human	DNA						2017-12-01	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF628GZS/, /files/ENCFF356LFX/, /files/ENCFF238LEY/, /files/ENCFF266FFO/, /files/ENCFF152TDN/	965952	ENCODE Processing Pipeline	fb337d49fa309e5e120fe5d580cb4465		https://www.encodeproject.org/files/ENCFF848FKE/@@download/ENCFF848FKE.bed.gz				released	s3://encode-public/2020/12/08/ef0da05f-de2d-4cc1-b413-95c19be500cc/ENCFF848FKE.bed.gz	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption			6256
ENCFF678IWM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR946PKH	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF678-human/				ZNF678-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF855UPJ/, /files/ENCFF730XPJ/, /files/ENCFF280UZR/	146787	ENCODE Processing Pipeline	b4fb060dde1a90427fe1b9ff62a867b7		https://www.encodeproject.org/files/ENCFF678IWM/@@download/ENCFF678IWM.bed.gz				released	s3://encode-public/2020/07/01/14888307-bc6b-4bac-8538-bd4e8138a303/ENCFF678IWM.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking			339500
ENCFF992KZC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR604UJV	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/IRF2-human/				IRF2-human	DNA						2018-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF723HPB/, /files/ENCFF356LFX/, /files/ENCFF823NRQ/, /files/ENCFF255BLE/	514683	ENCODE Processing Pipeline	56b02c04692f37477fdac40170c75dc3		https://www.encodeproject.org/files/ENCFF992KZC/@@download/ENCFF992KZC.bed.gz				released	s3://encode-public/2020/12/03/5bbedd55-d8b7-4309-af6a-8c57302a0f8d/ENCFF992KZC.bed.gz	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification reagents, missing compliant biosample characterization			3660
ENCFF854ZPK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR597QZQ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/KIAA2018-human/				KIAA2018-human	DNA				formaldehyde		2020-07-01	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF232BVJ/, /files/ENCFF865PWA/, /files/ENCFF356LFX/, /files/ENCFF050FMJ/	72167	ENCODE Processing Pipeline	d165e6e579275e461d4878f16eecbd62		https://www.encodeproject.org/files/ENCFF854ZPK/@@download/ENCFF854ZPK.bed.gz				released	s3://encode-public/2020/07/01/6f13318c-4080-4bb7-a16c-2dd7a85ba4a9/ENCFF854ZPK.bed.gz	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification reagents, borderline replicate concordance, mild to moderate bottlenecking			205717
ENCFF601LMD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR801JWB	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/HOMEZ-human/				HOMEZ-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF045CPH/, /files/ENCFF013FEH/, /files/ENCFF356LFX/	48342	ENCODE Processing Pipeline	97d91af9766eea69b6f2305d0b957d84		https://www.encodeproject.org/files/ENCFF601LMD/@@download/ENCFF601LMD.bed.gz				released	s3://encode-public/2020/07/03/bf3cc712-0e09-46f2-aed5-11f73ae2eb02/ENCFF601LMD.bed.gz	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity			57594
ENCFF667FDX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR960ASR	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/TIGD6-human/				TIGD6-human	DNA				formaldehyde		2020-08-28	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF413CSU/, /files/ENCFF564UAL/, /files/ENCFF980IWQ/, /files/ENCFF356LFX/	249146	ENCODE Processing Pipeline	b97797b40926e093963e79a9c869812d		https://www.encodeproject.org/files/ENCFF667FDX/@@download/ENCFF667FDX.bed.gz				released	s3://encode-public/2020/08/22/bcb72c04-fc1a-4607-918a-9bc42a344d80/ENCFF667FDX.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking			81789
ENCFF819NNH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR549PAU	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZBTB21-human/				ZBTB21-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF018PSO/, /files/ENCFF421TFD/, /files/ENCFF723HPB/	166789	ENCODE Processing Pipeline	daa21ffa95c2b3f49fa08ee0fcdd1607		https://www.encodeproject.org/files/ENCFF819NNH/@@download/ENCFF819NNH.bed.gz				released	s3://encode-public/2020/07/02/3d68ed32-586f-4fa5-bb4e-18ee108b33e4/ENCFF819NNH.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents			49854
ENCFF372DFI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR909GJR	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/MXD3-human/				MXD3-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF723HPB/, /files/ENCFF356LFX/, /files/ENCFF524RIR/, /files/ENCFF733UIR/	308421	ENCODE Processing Pipeline	9e6533420ef8bc4dc303bcb81dbe36bc		https://www.encodeproject.org/files/ENCFF372DFI/@@download/ENCFF372DFI.bed.gz				released	s3://encode-public/2020/12/02/2393eebb-d442-4664-a7db-165514ad6ac2/ENCFF372DFI.bed.gz	ENCODE4 v1.6.1 GRCh38	released	missing biosample characterization, mild to moderate bottlenecking, missing genetic modification reagents			83463
ENCFF125ABN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR662EOU	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/NR2F1-human/				NR2F1-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF227SII/, /files/ENCFF450TWY/, /files/ENCFF356LFX/, /files/ENCFF723HPB/	228376	ENCODE Processing Pipeline	4a36d5f4da68dca16ddb381e47d4a5f0		https://www.encodeproject.org/files/ENCFF125ABN/@@download/ENCFF125ABN.bed.gz				released	s3://encode-public/2020/12/03/5aa7875d-4307-4dbb-913d-e21a4194d158/ENCFF125ABN.bed.gz	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification reagents, missing compliant biosample characterization			7025
ENCFF830MTX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR172OSX	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZBTB12-human/				ZBTB12-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF468ICN/, /files/ENCFF174OKT/, /files/ENCFF067LLE/, /files/ENCFF356LFX/	158072	ENCODE Processing Pipeline	eda6255781c1fc308c3d59696bf19e2d		https://www.encodeproject.org/files/ENCFF830MTX/@@download/ENCFF830MTX.bed.gz				released	s3://encode-public/2020/07/03/3e3aca58-1d32-4329-bde2-b6f7360b5501/ENCFF830MTX.bed.gz	ENCODE4 v1.4.0 GRCh38	released			missing compliant biosample characterization	221527
ENCFF732NHA	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR486JYI	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/E2F5-human/				E2F5-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF925ONZ/, /files/ENCFF723HPB/, /files/ENCFF356LFX/, /files/ENCFF897YWD/	134417	ENCODE Processing Pipeline	f7bcd51ccc9286ae139ec9203d6a6668		https://www.encodeproject.org/files/ENCFF732NHA/@@download/ENCFF732NHA.bed.gz				released	s3://encode-public/2020/07/01/4d485301-091d-4d5a-824f-b2cda0cf3747/ENCFF732NHA.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents			1875
ENCFF641ZFM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR967ZMR	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens				CRISPR	insertion	/targets/HOXB13-human/				HOXB13-human	DNA						2020-07-01	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF917HFQ/, /files/ENCFF325UDZ/, /files/ENCFF472HAI/, /files/ENCFF356LFX/	156251	ENCODE Processing Pipeline	c46137165c95dfe75faae84bc7c2a7ea		https://www.encodeproject.org/files/ENCFF641ZFM/@@download/ENCFF641ZFM.bed.gz				released	s3://encode-public/2020/06/30/da201aeb-8872-4245-a32e-807399625f97/ENCFF641ZFM.bed.gz	ENCODE4 v1.5.0 GRCh38	released	low read depth, mild to moderate bottlenecking, moderate library complexity			10481
ENCFF585SZT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR843QIL	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ATAD3A-human/				ATAD3A-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF723HPB/, /files/ENCFF155OPU/, /files/ENCFF663EPW/, /files/ENCFF356LFX/	35712	ENCODE Processing Pipeline	af090464c95903708b6b0af520fe10f1		https://www.encodeproject.org/files/ENCFF585SZT/@@download/ENCFF585SZT.bed.gz				released	s3://encode-public/2020/07/02/aad2cad8-0ff1-4e32-b1a9-ce6b279334e9/ENCFF585SZT.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents			55210
ENCFF700DMQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR267NVP	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ESRRA-human/				ESRRA-human	DNA				formaldehyde		2020-10-22	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF183PWA/, /files/ENCFF959XDT/, /files/ENCFF855UPJ/, /files/ENCFF235PTY/	352425	ENCODE Processing Pipeline	4dc61d794ad4789580cebf243cebd22a		https://www.encodeproject.org/files/ENCFF700DMQ/@@download/ENCFF700DMQ.bed.gz				released	s3://encode-public/2020/10/20/f95b76e4-4926-4040-a99c-d311b6918a9d/ENCFF700DMQ.bed.gz	ENCODE4 v1.5.1 GRCh38	released	low read depth, mild to moderate bottlenecking, missing genetic modification reagents			2101
ENCFF870ORM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR234VCE	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										DPF2-human	DNA						2016-04-22	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF220TQP/, /files/ENCFF356LFX/, /files/ENCFF099LXY/, /files/ENCFF897INC/, /files/ENCFF346AUF/, /files/ENCFF612QJN/, /files/ENCFF756SZH/	371962	ENCODE Processing Pipeline	8356210906b87122812c911d696afa31		https://www.encodeproject.org/files/ENCFF870ORM/@@download/ENCFF870ORM.bed.gz				released	s3://encode-public/2021/03/20/d73de1fb-e22a-4455-9399-2b0f7cec9539/ENCFF870ORM.bed.gz	ENCODE4 v1.7.1 GRCh38	released				5977
ENCFF020ENV	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR085IXF	TF ChIP-seq	/human-donors/ENCDO060AAA/	UBERON:0002107	liver	tissue	Homo sapiens										SP1-human	DNA						2018-02-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF575PEF/, /files/ENCFF866VDU/, /files/ENCFF356LFX/, /files/ENCFF876ARH/, /files/ENCFF477SAP/	1278127	ENCODE Processing Pipeline	60d7ab1c282f187914a7038339ea6bb7		https://www.encodeproject.org/files/ENCFF020ENV/@@download/ENCFF020ENV.bed.gz				released	s3://encode-public/2020/12/09/19992b8b-89d2-47f7-b698-2fab7effbba0/ENCFF020ENV.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption			6667
